"Producer Price Index item","Month of forecast","Year of forecast","Year being forecast","Attribute","Forecast percent change"
"Farm-level soybeans",7,"2003","2004","Mid point of prediction interval",-4.2
"Farm-level soybeans",7,"2003","2004","Upper bound of prediction interval",35.1
"Farm-level soybeans",8,"2003","2004","Lower bound of prediction interval",-24.9
"Farm-level soybeans",8,"2003","2004","Mid point of prediction interval",3.5
"Farm-level soybeans",8,"2003","2004","Upper bound of prediction interval",42.4
"Farm-level soybeans",9,"2003","2004","Lower bound of prediction interval",-27.1
"Farm-level soybeans",9,"2003","2004","Mid point of prediction interval",-1.9
"Farm-level soybeans",9,"2003","2004","Upper bound of prediction interval",32.8
"Farm-level soybeans",10,"2003","2004","Lower bound of prediction interval",-23.1
"Farm-level soybeans",10,"2003","2004","Mid point of prediction interval",1.8
"Farm-level soybeans",10,"2003","2004","Upper bound of prediction interval",36.8
"Farm-level soybeans",11,"2003","2004","Lower bound of prediction interval",-11.8
"Farm-level soybeans",11,"2003","2004","Mid point of prediction interval",15.1
"Farm-level soybeans",11,"2003","2004","Upper bound of prediction interval",52.1
"Farm-level soybeans",12,"2003","2004","Lower bound of prediction interval",-5.8
"Farm-level soybeans",12,"2003","2004","Mid point of prediction interval",21.4
"Farm-level soybeans",12,"2003","2004","Upper bound of prediction interval",56.1
"Farm-level soybeans",1,"2004","2004","Lower bound of prediction interval",-1.9
"Farm-level soybeans",1,"2004","2004","Mid point of prediction interval",23.5
"Farm-level soybeans",1,"2004","2004","Upper bound of prediction interval",56.6
"Farm-level soybeans",2,"2004","2004","Lower bound of prediction interval",7.3
"Farm-level soybeans",2,"2004","2004","Mid point of prediction interval",30.4
"Farm-level soybeans",2,"2004","2004","Upper bound of prediction interval",61.6
"Farm-level soybeans",3,"2004","2004","Lower bound of prediction interval",11.4
"Farm-level soybeans",3,"2004","2004","Mid point of prediction interval",32.3
"Farm-level soybeans",3,"2004","2004","Upper bound of prediction interval",59.5
"Farm-level soybeans",4,"2004","2004","Lower bound of prediction interval",26.1
"Farm-level soybeans",4,"2004","2004","Mid point of prediction interval",46.4
"Farm-level soybeans",4,"2004","2004","Upper bound of prediction interval",72.9
"Farm-level soybeans",5,"2004","2004","Lower bound of prediction interval",31.1
"Farm-level soybeans",5,"2004","2004","Mid point of prediction interval",48.7
"Farm-level soybeans",5,"2004","2004","Upper bound of prediction interval",71.2
"Farm-level soybeans",6,"2004","2004","Lower bound of prediction interval",40.4
"Farm-level soybeans",6,"2004","2004","Mid point of prediction interval",56.4
"Farm-level soybeans",6,"2004","2004","Upper bound of prediction interval",76.5
"Farm-level soybeans",7,"2004","2004","Lower bound of prediction interval",31.9
"Farm-level soybeans",7,"2004","2004","Mid point of prediction interval",43.6
"Farm-level soybeans",7,"2004","2004","Upper bound of prediction interval",57.6
"Farm-level soybeans",8,"2004","2004","Lower bound of prediction interval",34.3
"Farm-level soybeans",8,"2004","2004","Mid point of prediction interval",43.3
"Farm-level soybeans",8,"2004","2004","Upper bound of prediction interval",54
"Farm-level soybeans",9,"2004","2004","Lower bound of prediction interval",17.2
"Farm-level soybeans",9,"2004","2004","Mid point of prediction interval",22.3
"Farm-level soybeans",9,"2004","2004","Upper bound of prediction interval",28.4
"Farm-level soybeans",10,"2004","2004","Lower bound of prediction interval",17.9
"Farm-level soybeans",10,"2004","2004","Mid point of prediction interval",21.3
"Farm-level soybeans",10,"2004","2004","Upper bound of prediction interval",25.4
"Farm-level soybeans",11,"2004","2004","Lower bound of prediction interval",16.8
"Farm-level soybeans",11,"2004","2004","Mid point of prediction interval",18.6
"Farm-level soybeans",11,"2004","2004","Upper bound of prediction interval",20.7
"Farm-level soybeans",12,"2004","2004","Lower bound of prediction interval",18
"Farm-level soybeans",12,"2004","2004","Mid point of prediction interval",18.9
"Farm-level soybeans",12,"2004","2004","Upper bound of prediction interval",19.8
"Wholesale fats and oils",7,"2003","2004","Lower bound of prediction interval",-15.3
"Wholesale fats and oils",7,"2003","2004","Mid point of prediction interval",3.7
"Wholesale fats and oils",7,"2003","2004","Upper bound of prediction interval",27.2
"Wholesale fats and oils",8,"2003","2004","Lower bound of prediction interval",-14.2
"Wholesale fats and oils",8,"2003","2004","Mid point of prediction interval",1.8
"Wholesale fats and oils",8,"2003","2004","Upper bound of prediction interval",20.8
"Wholesale fats and oils",9,"2003","2004","Lower bound of prediction interval",-13.6
"Wholesale fats and oils",9,"2003","2004","Mid point of prediction interval",1.5
"Wholesale fats and oils",9,"2003","2004","Upper bound of prediction interval",19
"Wholesale fats and oils",10,"2003","2004","Lower bound of prediction interval",-14.4
"Wholesale fats and oils",10,"2003","2004","Mid point of prediction interval",-0.5
"Wholesale fats and oils",10,"2003","2004","Upper bound of prediction interval",15.9
"Wholesale fats and oils",11,"2003","2004","Lower bound of prediction interval",-7.4
"Wholesale fats and oils",11,"2003","2004","Mid point of prediction interval",6.7
"Wholesale fats and oils",11,"2003","2004","Upper bound of prediction interval",23.1
"Wholesale fats and oils",12,"2003","2004","Lower bound of prediction interval",-4.1
"Wholesale fats and oils",12,"2003","2004","Mid point of prediction interval",10.9
"Wholesale fats and oils",12,"2003","2004","Upper bound of prediction interval",29
"Wholesale fats and oils",1,"2004","2004","Lower bound of prediction interval",-1.4
"Wholesale fats and oils",1,"2004","2004","Mid point of prediction interval",12.9
"Wholesale fats and oils",1,"2004","2004","Upper bound of prediction interval",29.6
"Wholesale fats and oils",2,"2004","2004","Lower bound of prediction interval",7.1
"Wholesale fats and oils",2,"2004","2004","Mid point of prediction interval",20.6
"Wholesale fats and oils",2,"2004","2004","Upper bound of prediction interval",36.4
"Wholesale fats and oils",3,"2004","2004","Lower bound of prediction interval",7.1
"Wholesale fats and oils",3,"2004","2004","Mid point of prediction interval",18.7
"Wholesale fats and oils",3,"2004","2004","Upper bound of prediction interval",31.6
"Wholesale fats and oils",4,"2004","2004","Lower bound of prediction interval",10.4
"Wholesale fats and oils",4,"2004","2004","Mid point of prediction interval",20.3
"Wholesale fats and oils",4,"2004","2004","Upper bound of prediction interval",31.8
"Wholesale fats and oils",5,"2004","2004","Lower bound of prediction interval",14
"Wholesale fats and oils",5,"2004","2004","Mid point of prediction interval",22.7
"Wholesale fats and oils",5,"2004","2004","Upper bound of prediction interval",32.6
"Wholesale fats and oils",6,"2004","2004","Lower bound of prediction interval",15.9
"Wholesale fats and oils",6,"2004","2004","Mid point of prediction interval",23.3
"Wholesale fats and oils",6,"2004","2004","Upper bound of prediction interval",31.5
"Wholesale fats and oils",7,"2004","2004","Lower bound of prediction interval",15.2
"Wholesale fats and oils",7,"2004","2004","Mid point of prediction interval",21.1
"Wholesale fats and oils",7,"2004","2004","Upper bound of prediction interval",27.4
"Wholesale fats and oils",8,"2004","2004","Lower bound of prediction interval",16.1
"Wholesale fats and oils",8,"2004","2004","Mid point of prediction interval",20.5
"Wholesale fats and oils",8,"2004","2004","Upper bound of prediction interval",25.2
"Wholesale fats and oils",9,"2004","2004","Lower bound of prediction interval",17.7
"Wholesale fats and oils",9,"2004","2004","Mid point of prediction interval",20.9
"Wholesale fats and oils",9,"2004","2004","Upper bound of prediction interval",24.5
"Wholesale fats and oils",10,"2004","2004","Lower bound of prediction interval",18.2
"Wholesale fats and oils",10,"2004","2004","Mid point of prediction interval",20.4
"Wholesale fats and oils",10,"2004","2004","Upper bound of prediction interval",22.8
"Wholesale fats and oils",11,"2004","2004","Lower bound of prediction interval",18.1
"Wholesale fats and oils",11,"2004","2004","Mid point of prediction interval",19.4
"Wholesale fats and oils",11,"2004","2004","Upper bound of prediction interval",20.7
"Wholesale fats and oils",12,"2004","2004","Lower bound of prediction interval",18.9
"Wholesale fats and oils",12,"2004","2004","Mid point of prediction interval",19.4
"Wholesale fats and oils",12,"2004","2004","Upper bound of prediction interval",20
"Farm-level fruits",7,"2003","2004","Lower bound of prediction interval",-31.5
"Farm-level fruits",7,"2003","2004","Mid point of prediction interval",-1.7
"Farm-level fruits",7,"2003","2004","Upper bound of prediction interval",42.4
"Farm-level fruits",8,"2003","2004","Lower bound of prediction interval",-27.2
"Farm-level fruits",8,"2003","2004","Mid point of prediction interval",2.4
"Farm-level fruits",8,"2003","2004","Upper bound of prediction interval",45.1
"Farm-level fruits",9,"2003","2004","Lower bound of prediction interval",-25.3
"Farm-level fruits",9,"2003","2004","Mid point of prediction interval",3.7
"Farm-level fruits",9,"2003","2004","Upper bound of prediction interval",44.3
"Farm-level fruits",10,"2003","2004","Lower bound of prediction interval",-22.6
"Farm-level fruits",10,"2003","2004","Mid point of prediction interval",5
"Farm-level fruits",10,"2003","2004","Upper bound of prediction interval",42.8
"Farm-level fruits",11,"2003","2004","Lower bound of prediction interval",-18.6
"Farm-level fruits",11,"2003","2004","Mid point of prediction interval",8.5
"Farm-level fruits",11,"2003","2004","Upper bound of prediction interval",45.4
"Farm-level fruits",12,"2003","2004","Lower bound of prediction interval",-14.7
"Farm-level fruits",12,"2003","2004","Mid point of prediction interval",11.3
"Farm-level fruits",12,"2003","2004","Upper bound of prediction interval",44.9
"Farm-level fruits",1,"2004","2004","Lower bound of prediction interval",-4.3
"Farm-level fruits",1,"2004","2004","Mid point of prediction interval",15.2
"Farm-level fruits",1,"2004","2004","Upper bound of prediction interval",39.7
"Farm-level fruits",2,"2004","2004","Lower bound of prediction interval",-1.1
"Farm-level fruits",2,"2004","2004","Mid point of prediction interval",17.1
"Farm-level fruits",2,"2004","2004","Upper bound of prediction interval",39.7
"Farm-level fruits",3,"2004","2004","Lower bound of prediction interval",-0.5
"Farm-level fruits",3,"2004","2004","Mid point of prediction interval",15.6
"Farm-level fruits",3,"2004","2004","Upper bound of prediction interval",35.3
"Farm-level fruits",4,"2004","2004","Lower bound of prediction interval",0.7
"Farm-level fruits",4,"2004","2004","Mid point of prediction interval",15.1
"Farm-level fruits",4,"2004","2004","Upper bound of prediction interval",32.4
"Farm-level fruits",5,"2004","2004","Lower bound of prediction interval",-0.4
"Farm-level fruits",5,"2004","2004","Mid point of prediction interval",12
"Farm-level fruits",5,"2004","2004","Upper bound of prediction interval",26.9
"Farm-level fruits",6,"2004","2004","Lower bound of prediction interval",6.3
"Farm-level fruits",6,"2004","2004","Mid point of prediction interval",17.6
"Farm-level fruits",6,"2004","2004","Upper bound of prediction interval",31.1
"Farm-level fruits",7,"2004","2004","Lower bound of prediction interval",7.8
"Farm-level fruits",7,"2004","2004","Mid point of prediction interval",17.2
"Farm-level fruits",7,"2004","2004","Upper bound of prediction interval",28.5
"Farm-level fruits",8,"2004","2004","Lower bound of prediction interval",8.4
"Farm-level fruits",8,"2004","2004","Mid point of prediction interval",15.9
"Farm-level fruits",8,"2004","2004","Upper bound of prediction interval",24.7
"Farm-level fruits",9,"2004","2004","Lower bound of prediction interval",10.2
"Farm-level fruits",9,"2004","2004","Mid point of prediction interval",16
"Farm-level fruits",9,"2004","2004","Upper bound of prediction interval",22.9
"Farm-level fruits",10,"2004","2004","Lower bound of prediction interval",16.6
"Farm-level fruits",10,"2004","2004","Mid point of prediction interval",21.5
"Farm-level fruits",10,"2004","2004","Upper bound of prediction interval",27.3
"Farm-level fruits",11,"2004","2004","Lower bound of prediction interval",22.6
"Farm-level fruits",11,"2004","2004","Mid point of prediction interval",26.2
"Farm-level fruits",11,"2004","2004","Upper bound of prediction interval",30.5
"Farm-level fruits",12,"2004","2004","Lower bound of prediction interval",22.2
"Farm-level fruits",12,"2004","2004","Mid point of prediction interval",24
"Farm-level fruits",12,"2004","2004","Upper bound of prediction interval",26.1
"Farm-level vegetables",7,"2003","2004","Lower bound of prediction interval",-19.9
"Farm-level vegetables",7,"2003","2004","Mid point of prediction interval",-1.9
"Farm-level vegetables",7,"2003","2004","Upper bound of prediction interval",20.3
"Farm-level vegetables",8,"2003","2004","Lower bound of prediction interval",-18.8
"Farm-level vegetables",8,"2003","2004","Mid point of prediction interval",-0.9
"Farm-level vegetables",8,"2003","2004","Upper bound of prediction interval",20.7
"Farm-level vegetables",9,"2003","2004","Lower bound of prediction interval",-18.7
"Farm-level vegetables",9,"2003","2004","Mid point of prediction interval",-0.9
"Farm-level vegetables",9,"2003","2004","Upper bound of prediction interval",20.8
"Farm-level vegetables",10,"2003","2004","Lower bound of prediction interval",-20.1
"Farm-level vegetables",10,"2003","2004","Mid point of prediction interval",-3.3
"Farm-level vegetables",10,"2003","2004","Upper bound of prediction interval",18.4
"Farm-level vegetables",11,"2003","2004","Lower bound of prediction interval",-20.4
"Farm-level vegetables",11,"2003","2004","Mid point of prediction interval",-3.3
"Farm-level vegetables",11,"2003","2004","Upper bound of prediction interval",17.6
"Farm-level vegetables",12,"2003","2004","Lower bound of prediction interval",-19
"Farm-level vegetables",12,"2003","2004","Mid point of prediction interval",-2.2
